,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
2346,Northern Cape,NC067 - KHâI-MA [Pofadder],AFRICAN NATIONAL CONGRESS,PR,2731,58.59
2347,Northern Cape,NC067 - KHâI-MA [Pofadder],AFRICAN NATIONAL CONGRESS,WARD,2728,58.59
2348,Northern Cape,NC067 - KHâI-MA [Pofadder],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,506,58.59
2349,Northern Cape,NC067 - KHâI-MA [Pofadder],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,507,58.59
2350,Northern Cape,NC067 - KHâI-MA [Pofadder],INDEPENDENT DEMOCRATS,PR,258,58.59
2351,Northern Cape,NC067 - KHâI-MA [Pofadder],INDEPENDENT DEMOCRATS,WARD,264,58.59
2352,Northern Cape,NC071 - UBUNTU [Victoria West],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,66,59.75
2353,Northern Cape,NC071 - UBUNTU [Victoria West],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,87,59.75
2354,Northern Cape,NC071 - UBUNTU [Victoria West],AFRICAN NATIONAL CONGRESS,PR,3172,59.75
2355,Northern Cape,NC071 - UBUNTU [Victoria West],AFRICAN NATIONAL CONGRESS,WARD,3051,59.75
2356,Northern Cape,NC071 - UBUNTU [Victoria West],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1648,59.75
2357,Northern Cape,NC071 - UBUNTU [Victoria West],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1689,59.75
2358,Northern Cape,NC071 - UBUNTU [Victoria West],INDEPENDENT CIVIC ORGANISATION OF SOUTH AFRICA,PR,223,59.75
2359,Northern Cape,NC071 - UBUNTU [Victoria West],INDEPENDENT CIVIC ORGANISATION OF SOUTH AFRICA,WARD,171,59.75
2360,Northern Cape,NC071 - UBUNTU [Victoria West],UNITED INDEPENDENT FRONT,PR,53,59.75
2361,Northern Cape,NC071 - UBUNTU [Victoria West],UNITED INDEPENDENT FRONT,WARD,61,59.75
2362,Northern Cape,NC072 - UMSOBOMVU [Colesberg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,74,61.22
2363,Northern Cape,NC072 - UMSOBOMVU [Colesberg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,97,61.22
2364,Northern Cape,NC072 - UMSOBOMVU [Colesberg],AFRICAN NATIONAL CONGRESS,PR,6036,61.22
2365,Northern Cape,NC072 - UMSOBOMVU [Colesberg],AFRICAN NATIONAL CONGRESS,WARD,6051,61.22
2366,Northern Cape,NC072 - UMSOBOMVU [Colesberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,838,61.22
2367,Northern Cape,NC072 - UMSOBOMVU [Colesberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,813,61.22
2368,Northern Cape,NC072 - UMSOBOMVU [Colesberg],INDEPENDENT DEMOCRATS,PR,769,61.22
2369,Northern Cape,NC072 - UMSOBOMVU [Colesberg],INDEPENDENT DEMOCRATS,WARD,783,61.22
2370,Northern Cape,NC072 - UMSOBOMVU [Colesberg],UNITED INDEPENDENT FRONT,PR,57,61.22
2371,Northern Cape,NC072 - UMSOBOMVU [Colesberg],UNITED INDEPENDENT FRONT,WARD,33,61.22
2372,Northern Cape,NC073 - EMTHANJENI [De Aar],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,113,59.47
2373,Northern Cape,NC073 - EMTHANJENI [De Aar],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,121,59.47
2374,Northern Cape,NC073 - EMTHANJENI [De Aar],AFRICAN NATIONAL CONGRESS,PR,7327,59.47
2375,Northern Cape,NC073 - EMTHANJENI [De Aar],AFRICAN NATIONAL CONGRESS,WARD,7358,59.47
2376,Northern Cape,NC073 - EMTHANJENI [De Aar],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1628,59.47
2377,Northern Cape,NC073 - EMTHANJENI [De Aar],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1575,59.47
2378,Northern Cape,NC073 - EMTHANJENI [De Aar],INDEPENDENT,WARD,139,59.47
2379,Northern Cape,NC073 - EMTHANJENI [De Aar],INDEPENDENT DEMOCRATS,PR,2100,59.47
2380,Northern Cape,NC073 - EMTHANJENI [De Aar],INDEPENDENT DEMOCRATS,WARD,2002,59.47
2381,Northern Cape,NC073 - EMTHANJENI [De Aar],UNITED INDEPENDENT FRONT,PR,131,59.47
2382,Northern Cape,NC073 - EMTHANJENI [De Aar],UNITED INDEPENDENT FRONT,WARD,107,59.47
2383,Northern Cape,NC074 - KAREEBERG [Carnarvon],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,132,62.59
2384,Northern Cape,NC074 - KAREEBERG [Carnarvon],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,139,62.59
2385,Northern Cape,NC074 - KAREEBERG [Carnarvon],AFRICAN NATIONAL CONGRESS,PR,2484,62.59
2386,Northern Cape,NC074 - KAREEBERG [Carnarvon],AFRICAN NATIONAL CONGRESS,WARD,2468,62.59
2387,Northern Cape,NC074 - KAREEBERG [Carnarvon],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1230,62.59
2388,Northern Cape,NC074 - KAREEBERG [Carnarvon],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1241,62.59
2389,Northern Cape,NC074 - KAREEBERG [Carnarvon],INKATHA FREEDOM PARTY,PR,110,62.59
2390,Northern Cape,NC074 - KAREEBERG [Carnarvon],INKATHA FREEDOM PARTY,WARD,121,62.59
2391,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,51,66.15
2392,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,75,66.15
2393,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],AFRICAN NATIONAL CONGRESS,PR,2444,66.15
2394,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],AFRICAN NATIONAL CONGRESS,WARD,2327,66.15
2395,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,877,66.15
2396,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,910,66.15
2397,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],INDEPENDENT DEMOCRATS,PR,286,66.15
2398,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],INDEPENDENT DEMOCRATS,WARD,298,66.15
2399,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],VRYHEIDSFRONT PLUS,PR,86,66.15
2400,Northern Cape,NC075 - RENOSTERBERG [Phillipstown],VRYHEIDSFRONT PLUS,WARD,75,66.15
2401,Northern Cape,NC076 - THEMBELIHLE [Hopetown],AFRICAN NATIONAL CONGRESS,PR,2985,59.92
2402,Northern Cape,NC076 - THEMBELIHLE [Hopetown],AFRICAN NATIONAL CONGRESS,WARD,2997,59.92
2403,Northern Cape,NC076 - THEMBELIHLE [Hopetown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1168,59.92
2404,Northern Cape,NC076 - THEMBELIHLE [Hopetown],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1181,59.92
2405,Northern Cape,NC076 - THEMBELIHLE [Hopetown],INDEPENDENT DEMOCRATS,PR,164,59.92
2406,Northern Cape,NC076 - THEMBELIHLE [Hopetown],INDEPENDENT DEMOCRATS,WARD,136,59.92
2407,Northern Cape,NC077 - SIYATHEMBA [Prieska],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,120,57.84
2408,Northern Cape,NC077 - SIYATHEMBA [Prieska],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,119,57.84
2409,Northern Cape,NC077 - SIYATHEMBA [Prieska],AFRICAN NATIONAL CONGRESS,PR,3170,57.84
2410,Northern Cape,NC077 - SIYATHEMBA [Prieska],AFRICAN NATIONAL CONGRESS,WARD,3165,57.84
2411,Northern Cape,NC077 - SIYATHEMBA [Prieska],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1709,57.84
2412,Northern Cape,NC077 - SIYATHEMBA [Prieska],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1717,57.84
2413,Northern Cape,NC078 - SIYANCUMA [Griekwastad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,274,51.19
2414,Northern Cape,NC078 - SIYANCUMA [Griekwastad],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,174,51.19
2415,Northern Cape,NC078 - SIYANCUMA [Griekwastad],AFRICAN NATIONAL CONGRESS,PR,5440,51.19
2416,Northern Cape,NC078 - SIYANCUMA [Griekwastad],AFRICAN NATIONAL CONGRESS,WARD,5397,51.19
2417,Northern Cape,NC078 - SIYANCUMA [Griekwastad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2511,51.19
2418,Northern Cape,NC078 - SIYANCUMA [Griekwastad],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2406,51.19
2419,Northern Cape,NC078 - SIYANCUMA [Griekwastad],INDEPENDENT,WARD,255,51.19
2420,Northern Cape,NC081 - MIER [Mier],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,44,73.62
2421,Northern Cape,NC081 - MIER [Mier],AFRICAN NATIONAL CONGRESS,PR,1908,73.62
2422,Northern Cape,NC081 - MIER [Mier],INDEPENDENT DEMOCRATS,PR,1041,73.62
2423,Northern Cape,NC082 - KAI !GARIB [Keimoes],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,260,51.85
2424,Northern Cape,NC082 - KAI !GARIB [Keimoes],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,223,51.85
2425,Northern Cape,NC082 - KAI !GARIB [Keimoes],AFRICAN NATIONAL CONGRESS,PR,8531,51.85
2426,Northern Cape,NC082 - KAI !GARIB [Keimoes],AFRICAN NATIONAL CONGRESS,WARD,8638,51.85
2427,Northern Cape,NC082 - KAI !GARIB [Keimoes],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1477,51.85
2428,Northern Cape,NC082 - KAI !GARIB [Keimoes],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1499,51.85
2429,Northern Cape,NC082 - KAI !GARIB [Keimoes],INDEPENDENT DEMOCRATS,PR,2617,51.85
2430,Northern Cape,NC082 - KAI !GARIB [Keimoes],INDEPENDENT DEMOCRATS,WARD,2563,51.85
2431,Northern Cape,NC083 - KHARA HAIS [Upington],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,270,59.83
2432,Northern Cape,NC083 - KHARA HAIS [Upington],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,280,59.83
2433,Northern Cape,NC083 - KHARA HAIS [Upington],AFRICAN NATIONAL CONGRESS,PR,14329,59.83
2434,Northern Cape,NC083 - KHARA HAIS [Upington],AFRICAN NATIONAL CONGRESS,WARD,14443,59.83
2435,Northern Cape,NC083 - KHARA HAIS [Upington],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2142,59.83
2436,Northern Cape,NC083 - KHARA HAIS [Upington],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2173,59.83
2437,Northern Cape,NC083 - KHARA HAIS [Upington],INDEPENDENT DEMOCRATS,PR,5315,59.83
2438,Northern Cape,NC083 - KHARA HAIS [Upington],INDEPENDENT DEMOCRATS,WARD,5285,59.83
2439,Northern Cape,NC083 - KHARA HAIS [Upington],VRYHEIDSFRONT PLUS,PR,446,59.83
2440,Northern Cape,NC083 - KHARA HAIS [Upington],VRYHEIDSFRONT PLUS,WARD,351,59.83
2441,Northern Cape,NC084 - !KHEIS [Groblershoop],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,34,55.84
2442,Northern Cape,NC084 - !KHEIS [Groblershoop],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,38,55.84
2443,Northern Cape,NC084 - !KHEIS [Groblershoop],AFRICAN NATIONAL CONGRESS,PR,3069,55.84
2444,Northern Cape,NC084 - !KHEIS [Groblershoop],AFRICAN NATIONAL CONGRESS,WARD,3101,55.84
2445,Northern Cape,NC084 - !KHEIS [Groblershoop],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,372,55.84
2446,Northern Cape,NC084 - !KHEIS [Groblershoop],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,377,55.84
2447,Northern Cape,NC084 - !KHEIS [Groblershoop],INDEPENDENT DEMOCRATS,PR,790,55.84
2448,Northern Cape,NC084 - !KHEIS [Groblershoop],INDEPENDENT DEMOCRATS,WARD,791,55.84
2449,Northern Cape,NC084 - !KHEIS [Groblershoop],VRYHEIDSFRONT PLUS,PR,146,55.84
2450,Northern Cape,NC084 - !KHEIS [Groblershoop],VRYHEIDSFRONT PLUS,WARD,121,55.84
2451,Northern Cape,NC085 - TSANTSABANE [Postmasburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,161,49.29
2452,Northern Cape,NC085 - TSANTSABANE [Postmasburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,132,49.29
2453,Northern Cape,NC085 - TSANTSABANE [Postmasburg],AFRICAN NATIONAL CONGRESS,PR,5304,49.29
2454,Northern Cape,NC085 - TSANTSABANE [Postmasburg],AFRICAN NATIONAL CONGRESS,WARD,5375,49.29
2455,Northern Cape,NC085 - TSANTSABANE [Postmasburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,725,49.29
2456,Northern Cape,NC085 - TSANTSABANE [Postmasburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,734,49.29
2457,Northern Cape,NC085 - TSANTSABANE [Postmasburg],INDEPENDENT DEMOCRATS,PR,818,49.29
2458,Northern Cape,NC085 - TSANTSABANE [Postmasburg],INDEPENDENT DEMOCRATS,WARD,784,49.29
2459,Northern Cape,NC086 - KGATELOPELE [Danielskuil],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,109,55.82
2460,Northern Cape,NC086 - KGATELOPELE [Danielskuil],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,100,55.82
2461,Northern Cape,NC086 - KGATELOPELE [Danielskuil],AFRICAN NATIONAL CONGRESS,PR,3180,55.82
2462,Northern Cape,NC086 - KGATELOPELE [Danielskuil],AFRICAN NATIONAL CONGRESS,WARD,3169,55.82
2463,Northern Cape,NC086 - KGATELOPELE [Danielskuil],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,400,55.82
2464,Northern Cape,NC086 - KGATELOPELE [Danielskuil],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,419,55.82
2465,Northern Cape,NC086 - KGATELOPELE [Danielskuil],INDEPENDENT DEMOCRATS,PR,668,55.82
2466,Northern Cape,NC086 - KGATELOPELE [Danielskuil],INDEPENDENT DEMOCRATS,WARD,673,55.82
2467,Northern Cape,NC091 - Sol Plaatje [Kimberley],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1330,56.17
2468,Northern Cape,NC091 - Sol Plaatje [Kimberley],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1396,56.17
2469,Northern Cape,NC091 - Sol Plaatje [Kimberley],AFRICAN NATIONAL CONGRESS,PR,40321,56.17
2470,Northern Cape,NC091 - Sol Plaatje [Kimberley],AFRICAN NATIONAL CONGRESS,WARD,40439,56.17
2471,Northern Cape,NC091 - Sol Plaatje [Kimberley],AZANIAN PEOPLE'S ORGANISATION,PR,655,56.17
2472,Northern Cape,NC091 - Sol Plaatje [Kimberley],AZANIAN PEOPLE'S ORGANISATION,WARD,643,56.17
2473,Northern Cape,NC091 - Sol Plaatje [Kimberley],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,9526,56.17
2474,Northern Cape,NC091 - Sol Plaatje [Kimberley],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,9697,56.17
2475,Northern Cape,NC091 - Sol Plaatje [Kimberley],FEDERATION OF DEMOCRATS,PR,108,56.17
2476,Northern Cape,NC091 - Sol Plaatje [Kimberley],FEDERATION OF DEMOCRATS,WARD,98,56.17
2477,Northern Cape,NC091 - Sol Plaatje [Kimberley],INDEPENDENT,WARD,1136,56.17
2478,Northern Cape,NC091 - Sol Plaatje [Kimberley],INDEPENDENT DEMOCRATS,PR,1826,56.17
2479,Northern Cape,NC091 - Sol Plaatje [Kimberley],INDEPENDENT DEMOCRATS,WARD,1770,56.17
2480,Northern Cape,NC091 - Sol Plaatje [Kimberley],INKATHA FREEDOM PARTY,PR,252,56.17
2481,Northern Cape,NC091 - Sol Plaatje [Kimberley],INKATHA FREEDOM PARTY,WARD,179,56.17
2482,Northern Cape,NC091 - Sol Plaatje [Kimberley],UNITED INDEPENDENT FRONT,PR,243,56.17
2483,Northern Cape,NC091 - Sol Plaatje [Kimberley],UNITED INDEPENDENT FRONT,WARD,33,56.17
2484,Northern Cape,NC091 - Sol Plaatje [Kimberley],VRYHEIDSFRONT PLUS,PR,525,56.17
2485,Northern Cape,NC091 - Sol Plaatje [Kimberley],VRYHEIDSFRONT PLUS,WARD,397,56.17
2486,Northern Cape,NC092 - Dikgatlong [Barkley West],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,298,61.06
2487,Northern Cape,NC092 - Dikgatlong [Barkley West],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,258,61.06
2488,Northern Cape,NC092 - Dikgatlong [Barkley West],AFRICAN NATIONAL CONGRESS,PR,7648,61.06
2489,Northern Cape,NC092 - Dikgatlong [Barkley West],AFRICAN NATIONAL CONGRESS,WARD,7688,61.06
2490,Northern Cape,NC092 - Dikgatlong [Barkley West],BARKLY WEST TASK TEAM,PR,1312,61.06
2491,Northern Cape,NC092 - Dikgatlong [Barkley West],BARKLY WEST TASK TEAM,WARD,1335,61.06
2492,Northern Cape,NC092 - Dikgatlong [Barkley West],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,991,61.06
2493,Northern Cape,NC092 - Dikgatlong [Barkley West],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1001,61.06
2494,Northern Cape,NC092 - Dikgatlong [Barkley West],INDEPENDENT DEMOCRATS,PR,309,61.06
2495,Northern Cape,NC092 - Dikgatlong [Barkley West],INDEPENDENT DEMOCRATS,WARD,331,61.06
2496,Northern Cape,NC092 - Dikgatlong [Barkley West],PAN AFRICANIST CONGRESS OF AZANIA,PR,125,61.06
2497,Northern Cape,NC092 - Dikgatlong [Barkley West],PAN AFRICANIST CONGRESS OF AZANIA,WARD,81,61.06
2498,Northern Cape,NC093 - Magareng [Warrenton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,146,58.74
2499,Northern Cape,NC093 - Magareng [Warrenton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,129,58.74
2500,Northern Cape,NC093 - Magareng [Warrenton],AFRICAN NATIONAL CONGRESS,PR,4843,58.74
2501,Northern Cape,NC093 - Magareng [Warrenton],AFRICAN NATIONAL CONGRESS,WARD,4801,58.74
2502,Northern Cape,NC093 - Magareng [Warrenton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,596,58.74
2503,Northern Cape,NC093 - Magareng [Warrenton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,584,58.74
2504,Northern Cape,NC093 - Magareng [Warrenton],INDEPENDENT,WARD,66,58.74
2505,Northern Cape,NC093 - Magareng [Warrenton],INDEPENDENT DEMOCRATS,PR,403,58.74
2506,Northern Cape,NC093 - Magareng [Warrenton],INDEPENDENT DEMOCRATS,WARD,422,58.74
2507,Northern Cape,NC093 - Magareng [Warrenton],PAN AFRICANIST CONGRESS OF AZANIA,PR,141,58.74
2508,Northern Cape,NC093 - Magareng [Warrenton],PAN AFRICANIST CONGRESS OF AZANIA,WARD,138,58.74
2509,Northern Cape,NC094 - Phokwane [Hartswater],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,287,57.26
2510,Northern Cape,NC094 - Phokwane [Hartswater],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,248,57.26
2511,Northern Cape,NC094 - Phokwane [Hartswater],AFRICAN NATIONAL CONGRESS,PR,11565,57.26
2512,Northern Cape,NC094 - Phokwane [Hartswater],AFRICAN NATIONAL CONGRESS,WARD,10855,57.26
2513,Northern Cape,NC094 - Phokwane [Hartswater],AZANIAN PEOPLE'S ORGANISATION,PR,839,57.26
2514,Northern Cape,NC094 - Phokwane [Hartswater],AZANIAN PEOPLE'S ORGANISATION,WARD,839,57.26
2515,Northern Cape,NC094 - Phokwane [Hartswater],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1769,57.26
2516,Northern Cape,NC094 - Phokwane [Hartswater],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1810,57.26
2517,Northern Cape,NC094 - Phokwane [Hartswater],INDEPENDENT,WARD,894,57.26
2518,Northern Cape,NC094 - Phokwane [Hartswater],INDEPENDENT DEMOCRATS,PR,697,57.26
2519,Northern Cape,NC094 - Phokwane [Hartswater],INDEPENDENT DEMOCRATS,WARD,594,57.26
2520,Northern Cape,NC094 - Phokwane [Hartswater],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,535,57.26
2521,Northern Cape,NC094 - Phokwane [Hartswater],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,457,57.26
2522,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,303,57.1
2523,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],AFRICAN NATIONAL CONGRESS,PR,17733,57.1
2524,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],AFRICAN NATIONAL CONGRESS,WARD,17326,57.1
2525,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],INDEPENDENT,WARD,852,57.1
2526,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,3906,57.1
2527,Northern Cape,NC451 - MOSHAWENG [Kgalagadi],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,3327,57.1
2528,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,430,51.06
2529,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,443,51.06
2530,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],AFRICAN NATIONAL CONGRESS,PR,13944,51.06
2531,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],AFRICAN NATIONAL CONGRESS,WARD,13934,51.06
2532,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1092,51.06
2533,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1120,51.06
2534,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],INDEPENDENT,WARD,440,51.06
2535,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],INDEPENDENT DEMOCRATS,PR,941,51.06
2536,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],INDEPENDENT DEMOCRATS,WARD,756,51.06
2537,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,1550,51.06
2538,Northern Cape,NC452 - GA-SEGONYANA [Kuruman],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,1332,51.06
2539,Northern Cape,NC453 - GAMAGARA [Kathu],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,124,46.46
2540,Northern Cape,NC453 - GAMAGARA [Kathu],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,112,46.46
2541,Northern Cape,NC453 - GAMAGARA [Kathu],AFRICAN NATIONAL CONGRESS,PR,4770,46.46
2542,Northern Cape,NC453 - GAMAGARA [Kathu],AFRICAN NATIONAL CONGRESS,WARD,4803,46.46
2543,Northern Cape,NC453 - GAMAGARA [Kathu],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1056,46.46
2544,Northern Cape,NC453 - GAMAGARA [Kathu],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1069,46.46
2545,Northern Cape,NC453 - GAMAGARA [Kathu],INDEPENDENT DEMOCRATS,PR,767,46.46
2546,Northern Cape,NC453 - GAMAGARA [Kathu],INDEPENDENT DEMOCRATS,WARD,773,46.46
2547,Northern Cape,NC453 - GAMAGARA [Kathu],VRYHEIDSFRONT PLUS,PR,186,46.46
2548,Northern Cape,NC453 - GAMAGARA [Kathu],VRYHEIDSFRONT PLUS,WARD,170,46.46
2549,Northern Cape,NCDMA06 [Namaqualand],AFRICAN CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,49,45.41
2550,Northern Cape,NCDMA06 [Namaqualand],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,146,45.41
2551,Northern Cape,NCDMA07 [Bo Karoo],AFRICAN CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,16,43.82
2552,Northern Cape,NCDMA07 [Bo Karoo],AFRICAN NATIONAL CONGRESS,DMA DC 60%,172,43.82
2553,Northern Cape,NCDMA07 [Bo Karoo],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,167,43.82
2554,Northern Cape,NCDMA07 [Bo Karoo],INDEPENDENT DEMOCRATS,DMA DC 60%,44,43.82
2555,Northern Cape,NCDMA08 [Benede],AFRICAN CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,58,44.06
2556,Northern Cape,NCDMA08 [Benede],AFRICAN NATIONAL CONGRESS,DMA DC 60%,677,44.06
2557,Northern Cape,NCDMA08 [Benede],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,274,44.06
2558,Northern Cape,NCDMA09 [Diamondfields],AFRICAN CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,23,46.38
2559,Northern Cape,NCDMA09 [Diamondfields],AFRICAN NATIONAL CONGRESS,DMA DC 60%,646,46.38
2560,Northern Cape,NCDMA09 [Diamondfields],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,148,46.38
2561,Northern Cape,NCDMA45 [Kalahari CBDC],AFRICAN CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,247,42.78
2562,Northern Cape,NCDMA45 [Kalahari CBDC],AFRICAN NATIONAL CONGRESS,DMA DC 60%,955,42.78
2563,Western Cape,CPT - City of Cape Town [Cape Town],ABOLITION OF INCOME TAX AND USURY PARTY,PR,328,50.24
2564,Western Cape,CPT - City of Cape Town [Cape Town],ABOLITION OF INCOME TAX AND USURY PARTY,WARD,432,50.24
2565,Western Cape,CPT - City of Cape Town [Cape Town],AFRICA MUSLIM PARTY,PR,9749,50.24
2566,Western Cape,CPT - City of Cape Town [Cape Town],AFRICA MUSLIM PARTY,WARD,9567,50.24
